v_videoId,v_videoFile,v_videoDuration,v_videoPlatform,v_videoViews,v_videoLanguage,v_videoCost,v_videoRegionId,v_videoDemographicId,v_videoProjectId
349,Ut.txt,332,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",390369,Indonesian,6020742,1,2,116
350,LuctusUltricies.avi,186,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7309223,Montenegrin,7353550,3,15,65
351,AcDiam.ppt,76,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9033695,Malayalam,1804534,3,1,139
352,AnteIpsum.doc,127,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4530144,Tajik,232466,5,11,179
353,VestibulumEgetVulputate.xls,119,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",392851,Georgian,8525946,5,15,14
354,SedMagna.ppt,299,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4609414,Māori,9841116,5,5,233
355,Morbi.ppt,241,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9629470,Burmese,958151,5,13,172
356,RisusSemper.xls,174,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5347624,Romanian,9296033,5,15,231
357,OrnareImperdiet.gif,324,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4066119,Thai,9215715,1,3,272
358,NislVenenatis.xls,539,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2623875,Kannada,5660865,2,2,142
359,Arcu.mpeg,434,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3970142,Kazakh,2022651,1,10,187
360,Justo.xls,439,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2306567,Georgian,9171634,2,9,244
361,InFelisDonec.png,476,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1754150,Somali,8097879,4,13,41
362,PosuereCubiliaCurae.pdf,579,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6042969,Hebrew,2069318,1,9,137
363,ConsequatVarius.ppt,569,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8387172,Hungarian,5813572,3,13,74
364,OrciEgetOrci.mp3,314,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1740296,Nepali,4487500,1,5,44
365,EstLacinia.tiff,336,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2166783,Bosnian,2047015,3,3,209
366,Convallis.mp3,409,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1179419,Chinese,3674618,4,3,28
367,IpsumPrimis.xls,66,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1066967,Czech,7060921,3,13,284
368,AdipiscingLorem.avi,504,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4610525,Malay,3050620,2,10,237
369,Accumsan.avi,597,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5192962,Nepali,8658022,2,15,276
370,Vel.mov,394,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7053326,Hebrew,4531414,1,11,161
371,EstRisus.tiff,316,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8377427,Chinese,7380247,1,4,99
372,Pretium.mp3,73,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3046094,Korean,2562699,2,13,281
373,PedeVenenatisNon.avi,255,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2129231,Georgian,6740013,3,8,73
374,SemperRutrumNulla.mp3,599,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2120219,Malagasy,2378869,2,7,28
375,Lobortis.xls,158,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2245125,Greek,7494399,5,15,174
376,LuctusCum.ppt,131,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",100242,Irish Gaelic,4033121,2,3,163
377,TinciduntIn.tiff,466,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2958309,Tamil,9982255,4,4,182
378,Rutrum.xls,476,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9412370,Belarusian,5892415,5,13,96
379,ALibero.mpeg,59,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3492157,Assamese,3058057,3,9,275
380,In.mp3,83,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",291632,English,406162,1,6,34
381,UtAtDolor.png,245,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9043233,Swati,1548065,4,6,47
382,Ultrices.xls,308,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7742952,Japanese,6501523,5,6,146
383,JustoInBlandit.mp3,385,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5543557,Finnish,9559667,2,8,200
384,HabitassePlatea.avi,318,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8733904,Danish,4106278,3,1,127
385,MetusSapienUt.mp3,207,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6153287,Haitian Creole,5261616,1,2,229
386,NonMauris.gif,570,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3494596,Moldovan,5221715,4,12,150
387,VivamusInFelis.jpeg,344,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4058650,Tamil,4725956,2,12,220
388,Porta.ppt,503,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2427024,Azeri,8540053,2,15,89
389,IdMauris.ppt,418,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7389906,Greek,1142819,4,5,264
390,PhasellusId.pdf,269,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2871560,Azeri,3118971,3,11,151
391,TinciduntEu.txt,445,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3747061,Punjabi,4738615,3,8,297
392,SollicitudinUt.xls,110,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2986465,Tamil,7988585,1,1,29
393,ArcuSed.tiff,166,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2719998,Indonesian,7868589,2,10,298
394,ConvallisNullaNeque.ppt,493,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6872163,Khmer,6246748,1,10,222
395,EnimSit.ppt,496,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5817321,Bulgarian,8622050,5,8,21
396,In.ppt,173,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2058227,Swedish,9101961,1,15,79
397,NonVelitNec.tiff,240,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9334,Montenegrin,5230149,4,4,65
398,SitAmet.ppt,484,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6417251,Czech,4219839,5,13,253
399,Id.xls,561,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2408441,Tajik,9038417,5,14,290
400,MaurisLaoreet.avi,195,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3853178,Romanian,8398217,2,4,207
401,DonecPosuereMetus.ppt,307,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6708231,Swedish,4125540,3,12,66
402,LobortisLigula.tiff,516,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9662526,Portuguese,6300802,5,1,147
403,ViverraDiamVitae.ppt,256,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6892240,Norwegian,6410070,4,5,83
404,VelPedeMorbi.jpeg,464,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1550668,Japanese,7075219,4,15,99
405,MattisEgestasMetus.pdf,79,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4153479,German,723088,4,11,227
406,LeoRhoncus.xls,69,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9849091,Croatian,1609710,4,2,14
407,AnteVivamus.mp3,79,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4207636,Papiamento,5147046,2,9,193
408,Vitae.txt,408,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8825118,Oriya,5761083,2,6,98
409,SodalesScelerisque.xls,562,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8300859,New Zealand Sign Language,1417244,2,1,37
410,In.tiff,386,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3453620,Dhivehi,318042,3,10,297
411,SapienSapien.xls,385,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",417000,Punjabi,9084912,2,2,132
412,Nulla.ppt,496,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6705359,Tok Pisin,1944116,3,5,236
413,DapibusDuisAt.doc,360,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9176867,Swedish,4501388,1,7,269
414,OdioCurabitur.ppt,213,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",353279,English,6345965,5,7,116
415,Donec.tiff,211,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1198329,Punjabi,8574238,4,9,17
416,QuamFringillaRhoncus.pdf,198,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4349031,Romanian,9730404,2,9,183
417,Ut.avi,209,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3490364,Mongolian,2649875,4,6,278
418,SemperRutrum.pdf,395,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7718740,Irish Gaelic,5560695,4,2,43
419,FaucibusOrciLuctus.mp3,51,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8611449,Quechua,4142854,3,15,99
420,Sollicitudin.jpeg,269,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5147407,Tok Pisin,6893225,4,3,235
421,AcTellusSemper.mp3,83,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4721425,Hiri Motu,208724,4,1,139
422,IdNislVenenatis.mp3,186,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8062732,Malay,8340221,5,15,274
423,UltricesPosuereCubilia.mp3,109,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2373778,Marathi,9892638,4,7,111
424,AmetConsectetuer.txt,45,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2589492,Swahili,6655111,2,9,14
425,In.xls,405,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8577636,Punjabi,1095427,1,2,190
426,SitAmetConsectetuer.ppt,202,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",457725,Oriya,1709874,3,9,276
427,MaurisLaoreetUt.gif,544,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2800629,West Frisian,4159621,3,1,116
428,VelSem.doc,576,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3908198,Portuguese,4329573,3,3,199
429,CuraeNullaDapibus.tiff,276,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8270363,Dhivehi,6201278,3,15,18
430,Posuere.txt,378,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8598725,Moldovan,4873122,2,11,123
431,In.mov,570,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6469567,Italian,1522378,1,6,125
432,Augue.mp3,171,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5867946,Indonesian,2080871,4,2,88
433,JustoEuMassa.xls,110,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3976892,Burmese,1772061,2,1,252
434,NullaFacilisiCras.ppt,445,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6324229,Icelandic,9930100,2,11,214
435,VenenatisLaciniaAenean.ppt,427,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5903982,Hiri Motu,9003102,1,11,244
436,Dapibus.xls,226,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6656803,Tok Pisin,2962677,4,6,50
437,SollicitudinMi.ppt,292,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4707974,Northern Sotho,354415,2,5,174
438,QuisTurpis.png,241,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3086128,Finnish,8299425,3,10,227
439,EtUltrices.avi,36,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5996005,Chinese,8445409,5,10,72
440,Diam.avi,64,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2703605,Dzongkha,9650436,2,9,225
441,Porttitor.mp3,70,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4608276,Finnish,8367786,1,1,140
442,Cras.mp3,30,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8953574,Mongolian,7910658,1,3,90
443,Odio.avi,511,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4634245,Portuguese,2329711,3,1,170
444,Pellentesque.mp3,33,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5002765,Marathi,6496332,2,11,251
445,TinciduntLacusAt.mp3,92,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5718664,Polish,1318584,1,9,285
446,DonecDapibusDuis.avi,514,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",812272,Yiddish,2528671,4,2,92
447,InterdumMauris.xls,561,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7605984,Lao,2537307,1,2,83
448,Lectus.xls,521,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2986357,Norwegian,9068547,3,14,151
449,AcLeoPellentesque.txt,65,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",246859,Macedonian,7533622,4,2,19
450,TinciduntNulla.avi,225,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8066333,Thai,6774028,3,4,251
451,FaucibusOrciLuctus.xls,398,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8259104,Kashmiri,7009984,3,3,188
452,TellusSemperInterdum.ppt,258,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",228100,Dhivehi,2556491,2,2,43
453,EratFermentumJusto.pdf,404,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",950225,Dzongkha,8003303,5,9,189
454,UltricesPosuere.avi,429,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6397854,German,9750086,3,14,114
455,VolutpatEleifendDonec.gif,411,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8643003,Bosnian,5424311,1,7,289
456,ParturientMontes.avi,584,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4080803,Tsonga,8862147,2,12,14
457,InEleifendQuam.ppt,311,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8130027,Haitian Creole,2004345,3,8,119
458,TellusNulla.ppt,490,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4776391,Māori,3175989,2,5,6
459,BlanditMiIn.jpeg,56,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4772879,Guaraní,7231636,3,13,165
460,MaecenasTristique.mov,33,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8225105,Burmese,5574551,5,11,173
461,Donec.avi,472,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5083479,Kashmiri,9161606,1,2,236
462,Etiam.ppt,220,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",349114,Oriya,4154096,4,4,120
463,VulputateNonummy.avi,425,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8060729,Malay,3440666,1,12,206
464,JustoIn.ppt,384,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6044362,Tajik,4222846,1,7,179
465,Vulputate.avi,132,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6506385,Arabic,8125046,5,5,235
466,Magnis.mp3,222,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6069061,Ndebele,8056333,4,7,33
467,UltricesPhasellusId.ppt,573,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9409624,Finnish,5156879,1,8,102
468,Nulla.gif,142,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2667469,Kannada,687100,3,14,181
469,DonecDapibusDuis.avi,586,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5160781,Tswana,5464481,3,11,224
470,Dignissim.jpeg,270,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5588325,Dutch,3655107,3,6,166
471,UtMassa.mp3,393,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",96828,Gagauz,709851,3,14,106
472,DonecUt.jpeg,89,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1911885,Hindi,5628084,5,4,291
473,JustoEuMassa.avi,414,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2711546,Khmer,3977173,1,10,286
474,NislNuncRhoncus.png,599,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6663952,Tajik,3706643,2,6,260
475,AcNullaSed.xls,256,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8025,Zulu,8302518,5,10,286
476,Dapibus.xls,343,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3864225,Papiamento,6331669,4,11,157
477,PlaceratAnteNulla.mp3,61,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",385748,Khmer,601499,4,3,88
478,RhoncusMauris.mov,438,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6012932,Belarusian,2486286,3,3,285
479,Duis.xls,576,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4549355,Latvian,8377717,4,9,18
480,UtDolor.ppt,99,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7127469,Khmer,4784869,4,5,184
481,Suspendisse.avi,330,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",397498,Tswana,6130280,2,7,9
482,EuMassa.avi,488,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8398357,Hebrew,4590252,5,4,286
483,Nunc.xls,445,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8625025,Polish,2561775,2,8,155
484,NullaUtErat.ppt,350,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6146218,Croatian,8310925,3,15,75
485,OdioCondimentum.gif,503,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4465283,Fijian,5166748,5,12,133
486,TemporTurpisNec.xls,571,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1687496,Burmese,402570,1,12,163
487,DolorQuisOdio.ppt,360,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",806596,Portuguese,539150,4,6,32
488,Ut.avi,538,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8112807,Hindi,8326991,2,15,83
489,Vestibulum.tiff,241,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9184081,Yiddish,7429280,5,12,164
490,Libero.ppt,275,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7615894,Somali,4932963,3,1,4
491,Amet.mp3,254,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7438707,Arabic,5507792,4,2,202
492,Amet.mp3,132,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",186975,German,4743175,3,8,293
493,Rutrum.png,41,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3651800,Bulgarian,8801956,1,4,3
494,Nisl.xls,248,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",331023,Kazakh,8373287,1,5,96
495,Pede.mp3,281,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1814245,Kurdish,8994186,4,7,231
496,PurusEuMagna.avi,200,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",828986,Swedish,6309553,5,7,69
497,MetusVitae.png,247,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2556344,Amharic,7250311,1,10,134
498,Magnis.xls,245,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2467889,Bulgarian,6296753,1,1,173
499,HendreritAtVulputate.avi,574,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",4654335,Pashto,8819125,1,4,242
500,MaurisVulputate.txt,43,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9500302,Khmer,778574,1,3,282
501,Nullam.mp3,195,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",604120,Marathi,638208,3,2,244
502,PurusAliquet.png,311,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7390910,Kannada,8591583,4,1,300
503,LectusVestibulum.avi,233,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1989855,Assamese,8415208,5,15,290
504,PotentiCrasIn.mp3,282,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8743411,Azeri,3025426,4,7,30
505,TurpisEnim.mp3,80,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8719623,Māori,9872153,3,15,111
506,QuisLiberoNullam.xls,471,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5832160,Tok Pisin,1919215,1,3,296
507,UtVolutpatSapien.mp3,76,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3051030,Assamese,7846226,1,11,91
508,SapienQuisLibero.xls,294,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",5481033,Burmese,1121346,1,11,118
509,Erat.mp3,554,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",1699228,Dzongkha,2768909,5,12,248
510,AcTellus.mp3,288,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8633068,Italian,1448678,2,4,164
511,Volutpat.tiff,126,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7297893,Tok Pisin,1010004,3,4,43
512,Consectetuer.avi,343,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7990742,Filipino,6658647,5,6,122
513,Amet.avi,264,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",7254738,Finnish,3603098,4,4,16
514,At.xls,331,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8707163,Lithuanian,1737711,5,10,41
515,Libero.xls,419,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",3397534,Quechua,2165337,2,8,229
516,IdOrnare.xls,550,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2689289,Italian,9290894,5,5,184
517,EgetNuncDonec.pdf,189,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",8777502,Armenian,656237,4,14,11
518,FaucibusCursusUrna.ppt,538,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",9539485,Punjabi,9514579,4,10,267
519,ConsequatMorbi.ppt,121,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",463324,Filipino,6757229,4,10,218
520,NuncCommodo.pdf,119,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2020672,Korean,250124,3,14,52
521,AtLoremInteger.xls,371,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6855213,German,4115755,3,11,165
522,UltricesPosuereCubilia.gif,147,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",2527646,Guaraní,543020,1,2,125
523,MollisMolestieLorem.xls,561,"Syntax error in formula 'if this = 1 then 'computer'
elsif this = 2 then 'phone'
else 'television''",6631547,Kurdish,6480587,2,6,167
